
0,18,0,0,19,0,0,20,0,0,26,0,0,20,0,0,19,0,0,20,0,0,18,0,0,21,0,0,18,0,0,20,0,0,18,0,0,19,0,0,19,0,0,0,0,0,9,0,0,19,0,0,19,0,0,21,0,0,20,0,0,17,0,0,18,0,0,20,0,0,17,0,0,17,0,0,19,0,0,17,0,0,19,0,0,19,0,0,17,0,0,19,0,0,18,0,0,18,0,0,18,0,0,22,0,0,0
0,16,9,2,16,9,2,11,9,2,25,9,2,19,9,2,16,9,2,17,9,2,16,9,2,19,9,2,16,9,2,17,9,2,17,9,2,16,9,2,15,9,2,9,9,2,0,9,2,16,9,2,17,9,2,20,9,2,17,9,2,17,9,2,17,9,2,16,9,2,15,9,2,16,9,2,19,9,2,16,9,2,20,9,2,20,9,2,16,9,2,17,9,2,16,9,2,19,9,2,17,9,2,22,9,2,0
0,10,2,0,6,2,0,12,2,0,28,2,0,20,2,0,10,2,0,6,2,0,14,2,0,20,2,0,10,2,0,16,2,0,11,2,0,9,2,0,9,2,0,19,2,0,16,2,0,0,2,0,7,2,0,23,2,0,6,2,0,16,2,0,11,2,0,9,2,0,11,2,0,17,2,0,20,2,0,16,2,0,21,2,0,21,2,0,14,2,0,11,2,0,10,2,0,20,2,0,16,2,0,25,2,0,0
0,10,4,0,7,4,0,14,4,0,30,4,0,21,4,0,10,4,0,7,4,0,16,4,0,21,4,0,11,4,0,16,4,0,10,4,0,7,4,0,10,4,0,19,4,0,17,4,0,7,4,0,0,4,0,21,4,0,5,4,0,16,4,0,13,4,0,8,4,0,10,4,0,15,4,0,19,4,0,14,4,0,20,4,0,20,4,0,15,4,0,12,4,0,10,4,0,18,4,0,14,4,0,24,4,0,0
0,22,1,0,23,1,0,19,1,0,21,1,0,15,1,0,22,1,0,23,1,0,22,1,0,23,1,0,22,1,0,22,1,0,15,1,0,23,1,0,22,1,0,21,1,0,20,1,0,23,1,0,21,1,0,0,1,0,21,1,0,20,1,0,18,1,0,18,1,0,16,1,0,19,1,0,20,1,0,19,1,0,20,1,0,20,1,0,20,1,0,21,1,0,21,1,0,13,1,0,17,1,0,21,1,0,0
0,10,3,4,4,3,4,12,3,4,29,3,4,20,3,4,10,3,4,4,3,4,15,3,4,19,3,4,10,3,4,14,3,4,10,3,4,7,3,4,8,3,4,20,3,4,17,3,4,6,3,4,5,3,4,21,3,4,0,3,4,15,3,4,10,3,4,6,3,4,12,3,4,17,3,4,20,3,4,16,3,4,22,3,4,21,3,4,17,3,4,10,3,4,8,3,4,19,3,4,15,3,4,26,3,4,0
0,14,6,0,15,6,0,15,6,0,28,6,0,21,6,0,17,6,0,17,6,0,15,6,0,17,6,0,14,6,0,14,6,0,17,6,0,17,6,0,16,6,0,17,6,0,17,6,0,16,6,0,16,6,0,20,6,0,15,6,0,0,6,0,12,6,0,11,6,0,14,6,0,17,6,0,18,6,0,15,6,0,20,6,0,20,6,0,16,6,0,16,6,0,17,6,0,17,6,0,13,6,0,21,6,0,0
0,12,0,3,12,0,3,13,0,3,26,0,3,19,0,3,12,0,3,11,0,3,14,0,3,17,0,3,11,0,3,13,0,3,14,0,3,13,0,3,12,0,3,18,0,3,17,0,3,11,0,3,13,0,3,18,0,3,10,0,3,12,0,3,0,0,3,7,0,3,13,0,3,17,0,3,19,0,3,16,0,3,19,0,3,20,0,3,17,0,3,12,0,3,12,0,3,17,0,3,14,0,3,23,0,3,0
0,10,2,0,8,2,0,12,2,0,27,2,0,19,2,0,11,2,0,8,2,0,14,2,0,15,2,0,10,2,0,10,2,0,10,2,0,9,2,0,8,2,0,20,2,0,16,2,0,9,2,0,8,2,0,18,2,0,6,2,0,11,2,0,7,2,0,0,2,0,11,2,0,16,2,0,18,2,0,15,2,0,20,2,0,20,2,0,16,2,0,10,2,0,9,2,0,17,2,0,13,2,0,25,2,0,0
0,10,4,1,11,4,1,13,4,1,27,4,1,18,4,1,12,4,1,12,4,1,15,4,1,18,4,1,12,4,1,14,4,1,12,4,1,12,4,1,12,4,1,17,4,1,15,4,1,11,4,1,10,4,1,16,4,1,12,4,1,14,4,1,13,4,1,11,4,1,0,4,1,15,4,1,18,4,1,14,4,1,19,4,1,18,4,1,14,4,1,12,4,1,12,4,1,15,4,1,14,4,1,20,4,1,0
500,16,4,4,16,4,4,16,4,4,25,4,4,18,4,4,16,4,4,18,4,4,17,4,4,18,4,4,17,4,4,16,4,4,15,4,4,15,4,4,16,4,4,17,4,4,16,4,4,17,4,4,15,4,4,19,4,4,17,4,4,17,4,4,17,4,4,16,4,4,15,4,4,0,4,4,8,4,4,5,4,4,9,4,4,10,4,4,5,4,4,18,4,4,17,4,4,8,4,4,5,4,4,12,4,4,0
500,19,7,7,20,7,7,17,7,7,23,7,7,17,7,7,19,7,7,19,7,7,16,7,7,15,7,7,17,7,7,15,7,7,15,7,7,19,7,7,19,7,7,19,7,7,19,7,7,20,7,7,19,7,7,20,7,7,20,7,7,18,7,7,19,7,7,18,7,7,18,7,7,8,7,7,0,7,7,5,7,7,4,7,7,8,7,7,9,7,7,20,7,7,19,7,7,8,7,7,7,7,7,13,7,7,0
500,15,29,16,15,29,16,15,29,16,25,29,16,19,29,16,15,29,16,14,29,16,13,29,16,15,29,16,12,29,16,11,29,16,11,29,16,15,29,16,14,29,16,17,29,16,16,29,16,16,29,16,14,29,16,19,29,16,16,29,16,15,29,16,16,29,16,15,29,16,14,29,16,5,29,16,5,29,16,0,29,16,6,29,16,9,29,16,4,29,16,16,29,16,16,29,16,9,29,16,5,29,16,13,29,16,0
500,20,9,4,21,9,4,19,9,4,24,9,4,18,9,4,20,9,4,20,9,4,16,9,4,15,9,4,18,9,4,17,9,4,16,9,4,20,9,4,20,9,4,19,9,4,20,9,4,21,9,4,20,9,4,20,9,4,22,9,4,20,9,4,19,9,4,20,9,4,19,9,4,9,9,4,4,9,4,6,9,4,0,9,4,9,9,4,10,9,4,21,9,4,21,9,4,9,9,4,9,9,4,11,9,4,0
500,20,8,5,22,8,5,18,8,5,25,8,5,19,8,5,20,8,5,23,8,5,21,8,5,20,8,5,21,8,5,20,8,5,20,8,5,15,8,5,21,8,5,19,8,5,20,8,5,21,8,5,20,8,5,20,8,5,21,8,5,20,8,5,20,8,5,20,8,5,18,8,5,10,8,5,8,8,5,9,8,5,9,8,5,0,8,5,9,8,5,20,8,5,21,8,5,7,8,5,7,8,5,14,8,5,0
500,16,6,5,16,6,5,16,6,5,26,6,5,20,6,5,15,6,5,17,6,5,17,6,5,19,6,5,16,6,5,15,6,5,14,6,5,16,6,5,15,6,5,17,6,5,16,6,5,14,6,5,15,6,5,20,6,5,17,6,5,16,6,5,17,6,5,16,6,5,14,6,5,5,6,5,9,6,5,4,6,5,10,6,5,9,6,5,0,6,5,17,6,5,17,6,5,8,6,5,4,6,5,13,6,5,0
500,10,0,0,10,0,0,12,0,0,27,0,0,19,0,0,11,0,0,10,0,0,13,0,0,18,0,0,9,0,0,13,0,0,11,0,0,11,0,0,8,0,0,19,0,0,17,0,0,11,0,0,12,0,0,21,0,0,10,0,0,16,0,0,12,0,0,10,0,0,12,0,0,18,0,0,20,0,0,16,0,0,21,0,0,20,0,0,17,0,0,0,0,0,4,0,0,20,0,0,17,0,0,24,0,0,0
500,11,0,0,8,0,0,12,0,0,29,0,0,20,0,0,10,0,0,8,0,0,15,0,0,20,0,0,10,0,0,15,0,0,11,0,0,9,0,0,9,0,0,18,0,0,16,0,0,10,0,0,10,0,0,21,0,0,8,0,0,17,0,0,12,0,0,9,0,0,12,0,0,17,0,0,19,0,0,16,0,0,21,0,0,21,0,0,17,0,0,4,0,0,0,0,0,20,0,0,17,0,0,26,0,0,0
500,20,11,8,21,11,8,19,11,8,26,11,8,20,11,8,19,11,8,22,11,8,20,11,8,19,11,8,21,11,8,19,11,8,19,11,8,19,11,8,20,11,8,18,11,8,19,11,8,20,11,8,18,11,8,13,11,8,19,11,8,17,11,8,17,11,8,17,11,8,15,11,8,8,11,8,8,11,8,9,11,8,9,11,8,7,11,8,8,11,8,20,11,8,20,11,8,0,11,8,4,11,8,13,11,8,0
500,16,28,22,17,28,22,16,28,22,25,28,22,18,28,22,16,28,22,18,28,22,17,28,22,18,28,22,17,28,22,16,28,22,15,28,22,15,28,22,16,28,22,18,28,22,17,28,22,16,28,22,14,28,22,17,28,22,15,28,22,13,28,22,14,28,22,13,28,22,14,28,22,5,28,22,7,28,22,5,28,22,9,28,22,7,28,22,4,28,22,17,28,22,17,28,22,4,28,22,0,28,22,13,28,22,0
500,23,4,4,25,4,4,23,4,4,26,4,4,22,4,4,22,4,4,27,4,4,24,4,4,23,4,4,25,4,4,24,4,4,23,4,4,24,4,4,25,4,4,22,4,4,22,4,4,25,4,4,24,4,4,21,4,4,26,4,4,21,4,4,23,4,4,25,4,4,20,4,4,12,4,4,13,4,4,13,4,4,11,4,4,14,4,4,13,4,4,24,4,4,26,4,4,13,4,4,13,4,4,0,4,4,0
