
10,18,12,10,13,6,15,8,11,24,11,9,5,6,4,5,9,8,5,10,9,18,18,18,18,29,21,12,17,14,12,26,20,12,15,20,12,23,15,9,7,8,11,17,18,15,11,12,23,16,26,22,13,20,12,6,12,6,17,17,27,17,9,27,16,7,12,16,16,21,14,7,10,15,25,15,5,18,11,10,5,20,11,9,10,14,22,16,17,13,10,10,33,25,23,7,15,15,20,13,15,11,36,38,37,38,30,30,35,32,29,29,19,20,14,14,33,21,27,15,25,13,21,17,26,16,21,16,0,0,0,0
8,19,14,9,15,7,17,7,10,25,13,9,6,0,6,5,7,7,5,12,7,17,17,17,17,29,21,14,17,13,13,27,21,15,16,20,14,23,17,10,6,10,13,15,16,13,13,12,23,16,26,22,15,18,13,7,12,7,16,16,26,17,10,26,16,7,12,15,16,22,14,7,9,16,24,15,6,18,7,6,8,19,10,5,6,14,22,14,16,14,12,12,32,24,22,8,16,15,19,11,14,9,36,38,36,38,29,31,34,32,28,30,19,21,13,16,34,22,28,17,26,15,20,18,27,18,20,18,0,0,0,0
10,19,13,10,15,3,15,5,10,25,12,10,4,6,1,5,9,9,4,11,9,18,18,18,18,29,22,12,17,13,12,27,20,13,15,19,12,22,15,11,6,8,14,18,20,17,13,13,24,16,27,23,15,19,12,7,13,6,16,16,27,17,8,27,16,7,12,16,16,23,15,6,9,17,25,15,5,18,12,11,5,19,13,10,11,15,24,17,18,13,11,9,33,26,23,7,16,14,19,12,16,10,37,39,37,38,29,31,35,33,28,30,19,21,13,15,34,22,28,16,26,14,20,18,27,17,20,17,0,0,0,0
9,20,15,8,14,6,17,6,11,26,14,10,5,5,5,0,4,8,5,13,8,17,17,17,17,30,22,12,16,14,12,28,21,13,15,20,12,23,15,10,5,9,14,16,16,14,13,12,24,17,27,23,14,18,11,8,12,7,15,15,25,17,10,25,16,8,12,15,16,21,14,7,10,16,23,15,6,18,11,10,7,21,12,9,10,15,23,15,16,13,11,11,32,25,22,8,15,14,20,13,14,10,37,39,37,39,29,32,35,33,29,31,22,23,14,17,34,23,29,18,26,16,21,20,28,19,21,19,0,0,0,0
10,19,15,10,15,10,17,10,11,22,14,10,9,7,9,5,0,4,5,13,7,16,16,16,16,29,23,14,16,15,14,27,20,15,16,19,14,22,17,9,9,11,13,14,14,12,13,11,23,17,26,23,13,18,13,9,13,10,15,15,25,17,11,25,16,10,13,15,16,21,15,10,10,16,23,15,9,17,10,10,11,20,11,9,9,16,19,11,17,14,12,11,29,21,18,11,15,14,20,13,10,10,36,36,37,36,30,30,34,29,29,28,21,20,15,16,32,20,28,16,27,16,18,16,27,17,19,17,500,0,0,0
9,19,15,10,14,10,16,11,11,22,14,9,8,7,9,8,4,0,5,13,6,17,17,17,17,29,22,13,17,14,13,27,21,14,15,20,13,23,16,9,9,11,13,16,17,14,13,11,23,16,25,22,13,18,13,9,13,10,15,15,25,17,10,25,16,10,13,15,16,21,14,10,10,16,23,15,9,17,10,10,11,20,11,9,9,16,16,8,16,13,12,12,30,22,18,11,16,14,20,13,11,9,36,36,37,37,29,30,34,30,29,29,19,19,14,15,32,20,28,16,26,16,17,15,27,17,19,16,500,0,0,0
10,20,12,10,15,5,17,5,10,24,14,10,7,5,4,6,5,5,2,10,5,18,18,18,18,31,23,14,18,15,14,26,23,15,15,22,14,25,17,10,5,9,14,17,18,15,12,12,24,17,27,23,15,20,12,8,13,5,16,16,27,18,10,27,17,7,12,16,17,23,15,5,9,17,25,16,4,19,11,10,6,20,11,9,10,15,21,13,18,14,12,12,31,23,20,8,16,14,20,12,12,9,37,38,38,38,30,30,35,32,30,29,19,20,15,14,33,21,27,15,25,13,19,17,26,16,19,16,500,0,0,0
13,11,2,12,16,13,14,15,12,14,4,12,10,12,11,13,13,13,10,0,14,15,15,15,15,27,19,13,17,15,12,16,19,13,13,18,12,21,15,11,14,12,11,16,18,12,14,12,20,18,22,19,13,18,12,13,12,14,16,16,23,14,12,23,13,13,12,13,13,19,13,15,14,16,21,12,13,15,13,13,13,18,12,12,12,14,18,16,16,13,14,14,29,23,19,13,16,14,16,12,14,13,32,28,32,28,26,20,29,22,26,19,17,10,16,4,23,11,17,5,15,3,18,7,16,6,18,6,500,1000,0,0
10,19,13,9,15,9,17,10,10,23,15,12,9,7,9,8,7,6,5,14,0,18,18,18,18,30,22,14,18,14,13,26,22,15,16,21,14,24,17,10,8,10,13,17,17,15,12,12,24,17,27,23,14,20,13,8,12,8,16,16,26,17,10,26,16,7,12,15,16,22,14,8,10,16,25,16,8,19,10,9,9,20,11,9,10,16,20,12,18,14,12,12,31,23,20,8,15,13,18,10,10,7,36,37,37,37,30,30,34,31,29,29,19,19,15,15,32,20,27,15,24,12,19,17,27,15,19,16,500,0,0,0
13,11,15,12,16,19,15,17,18,21,15,13,18,17,18,17,16,17,18,15,18,1,1,1,1,19,12,12,19,17,11,27,20,13,11,19,12,20,12,16,17,14,17,19,18,16,15,15,18,16,18,14,17,17,10,17,14,21,18,18,23,16,17,23,16,16,12,16,16,18,15,19,19,17,22,16,18,14,18,18,18,20,16,18,18,13,23,18,17,15,18,17,30,23,22,17,19,16,20,16,18,19,30,31,31,31,24,24,28,26,23,24,20,18,17,15,30,18,27,15,25,15,20,17,27,16,20,16,0,0,0,0
13,10,15,12,16,19,15,17,18,21,15,13,18,17,18,17,16,17,18,15,18,0,0,0,0,19,11,11,19,17,14,27,20,12,11,19,11,20,12,16,17,14,17,19,18,16,15,15,17,16,18,14,17,16,10,17,14,19,18,18,23,16,17,23,16,16,12,16,16,18,15,19,19,17,22,16,18,14,18,18,18,20,16,18,18,13,23,18,17,15,18,17,30,23,22,17,19,16,20,16,18,19,30,31,31,31,24,24,28,26,23,24,20,18,17,15,30,18,27,15,25,15,20,17,27,16,20,16,0,0,0,0
13,10,15,12,16,19,15,17,18,21,15,13,18,17,18,17,16,17,18,15,18,0,0,0,0,19,13,11,19,17,11,27,20,12,11,19,11,20,12,16,17,14,17,19,18,16,15,15,17,16,18,14,17,16,10,17,14,19,18,18,23,16,17,23,16,16,12,16,16,18,15,19,19,17,22,16,18,14,18,18,18,20,16,18,18,13,23,18,17,15,18,17,30,23,22,17,19,16,20,16,18,19,30,31,31,31,24,24,28,26,23,24,20,18,17,15,30,18,27,15,25,15,20,17,27,16,20,16,0,0,0,0
13,10,15,12,16,19,15,17,18,21,15,13,18,17,18,17,16,17,18,15,18,0,0,0,0,19,11,11,19,17,11,27,20,14,11,19,11,20,12,16,17,14,17,19,18,16,15,15,17,16,18,14,17,16,10,17,14,20,18,18,23,16,17,23,16,16,12,16,16,18,15,19,19,17,22,16,18,14,18,18,18,20,16,18,18,13,23,18,17,15,18,17,30,23,22,17,19,16,20,16,18,19,30,31,31,31,24,24,28,26,23,24,20,18,17,15,30,18,27,15,25,15,20,17,27,16,20,16,0,0,0,0
24,22,27,24,28,31,27,29,28,25,26,26,29,29,29,30,29,29,31,27,30,19,19,19,19,2,10,21,22,20,21,20,11,19,21,12,20,12,20,27,29,25,28,28,26,26,28,27,25,28,24,24,27,22,22,29,26,30,26,26,27,26,29,29,27,27,23,27,26,27,26,31,28,27,28,26,31,26,27,28,31,26,27,29,27,26,30,28,22,27,28,29,24,28,28,29,28,29,20,26,28,28,14,21,14,21,10,18,14,20,10,18,25,25,20,27,22,24,20,25,21,26,19,26,20,26,19,26,0,0,0,0
20,16,19,16,20,23,21,23,22,20,18,18,21,21,22,22,23,22,23,20,22,11,11,11,11,9,0,13,22,20,13,23,19,11,13,20,12,20,12,19,22,18,21,21,21,19,20,19,18,20,16,16,20,19,14,22,18,22,21,21,23,18,23,23,19,19,15,19,18,19,18,23,22,20,22,18,23,18,21,21,23,21,19,22,21,18,24,23,20,19,22,21,28,24,22,21,20,21,19,20,23,21,21,25,21,22,14,21,19,19,13,19,19,19,20,19,26,19,23,18,21,18,19,20,22,19,19,19,0,0,0,0
12,18,13,7,14,14,15,13,14,23,14,13,12,14,12,12,14,13,14,14,14,11,11,11,11,21,13,1,12,9,3,23,13,5,8,12,6,15,8,12,13,12,12,18,17,14,13,12,21,16,23,19,13,15,7,13,10,20,17,17,24,15,13,24,14,13,10,14,14,19,13,15,15,15,23,14,13,15,13,14,13,19,13,14,13,15,19,12,17,12,13,14,31,23,22,13,17,16,20,14,15,15,33,36,34,35,27,29,32,31,26,29,15,22,7,11,31,20,26,15,22,13,18,16,25,16,18,16,0,0,0,0
17,18,17,11,17,17,18,18,15,20,17,17,17,17,17,16,16,17,18,18,18,19,19,19,19,22,22,12,1,17,12,25,13,13,15,12,12,15,15,16,17,16,18,9,19,17,16,17,22,17,25,22,16,19,14,16,16,19,17,17,23,19,16,24,19,16,18,18,19,21,19,19,17,18,23,19,17,20,16,16,16,19,18,16,16,17,15,16,18,16,17,15,29,22,19,17,16,15,21,16,17,17,33,34,33,34,29,29,30,28,28,28,14,21,17,17,31,21,25,18,24,17,20,17,25,18,21,18,0,0,0,0
8,19,15,13,13,15,16,15,13,23,16,15,14,13,13,14,15,14,15,15,14,17,17,17,17,20,20,9,17,3,10,14,12,12,13,11,11,13,13,13,12,14,13,16,17,14,14,14,22,16,23,22,14,18,13,13,13,15,14,14,23,16,13,22,14,15,15,15,15,19,15,16,14,15,22,14,14,14,13,14,15,18,13,12,13,15,18,14,10,14,13,15,24,22,20,15,16,16,12,14,15,13,25,35,26,35,20,29,24,30,19,29,15,18,2,14,22,20,18,17,17,16,10,17,17,18,9,16,0,0,0,0
12,19,12,7,14,14,15,16,13,22,13,13,12,13,12,12,14,13,14,18,13,11,11,11,11,21,13,2,12,8,1,21,13,5,6,12,4,14,6,12,13,12,12,17,16,13,13,13,21,16,23,19,13,14,6,12,9,14,16,16,23,14,13,22,12,13,10,13,13,18,12,15,15,14,22,13,12,13,13,14,13,18,12,12,13,15,21,14,16,11,12,14,31,23,21,13,16,16,18,14,15,14,32,34,33,35,27,29,31,29,26,28,15,17,9,12,29,19,25,15,22,13,17,16,24,16,16,15,0,0,0,0
22,22,16,26,23,28,25,27,24,23,20,28,26,27,27,28,27,27,26,17,26,27,27,27,27,20,23,23,25,14,21,1,19,21,22,18,24,18,23,25,26,26,24,24,26,24,27,25,26,27,27,27,25,23,24,26,25,28,24,24,26,25,24,26,24,27,25,26,25,26,26,29,26,25,24,23,27,24,26,26,27,24,25,24,26,27,22,23,19,24,26,26,23,27,24,27,27,26,17,24,26,25,21,32,21,32,17,29,20,28,17,29,21,19,16,14,9,21,5,17,5,16,16,18,4,18,15,17,500,1000,0,0
16,21,19,16,20,21,21,20,20,22,19,22,20,21,20,21,20,21,23,19,22,20,20,20,20,11,19,13,13,12,13,19,2,10,15,5,13,7,15,20,20,20,18,21,20,19,19,21,23,23,23,23,19,17,16,21,19,24,19,19,23,21,20,23,21,22,19,22,21,22,21,24,21,21,21,20,22,22,20,21,21,20,20,20,19,21,24,21,14,21,20,21,23,23,22,22,22,21,15,21,20,22,25,32,25,32,21,29,25,28,20,28,23,24,12,19,22,22,14,14,19,19,14,20,19,20,16,20,0,0,0,0
13,17,13,8,14,13,15,12,15,22,13,14,12,15,13,13,15,14,15,14,15,12,12,12,12,19,11,5,13,12,5,21,9,0,7,13,5,15,7,13,14,13,11,18,17,14,12,14,21,16,22,19,13,15,8,14,11,16,17,17,23,15,14,23,14,14,11,14,14,19,13,16,16,15,22,13,14,16,14,15,13,19,13,14,13,14,23,16,17,13,14,14,31,23,21,14,17,15,18,15,15,16,32,34,31,33,25,27,29,29,24,27,18,20,12,15,28,20,21,10,19,14,18,16,21,16,17,16,0,0,0,0
14,18,13,8,14,17,16,15,15,20,14,16,15,16,15,15,16,15,15,14,16,11,11,11,11,21,14,7,15,13,6,22,15,7,1,14,6,15,7,14,16,14,14,19,16,16,15,16,20,16,21,17,15,15,9,16,13,16,17,17,23,14,16,23,14,16,13,14,14,19,13,17,17,15,21,14,17,15,15,16,15,17,14,16,15,15,22,17,18,12,16,16,31,23,21,16,18,17,18,16,16,17,33,35,33,35,26,28,31,29,25,28,17,19,14,14,28,20,21,13,20,13,11,13,22,15,17,16,0,0,0,0
15,21,18,14,19,21,20,21,18,22,19,21,20,20,19,20,19,20,22,18,21,19,19,19,19,12,20,12,12,11,12,18,5,13,14,1,9,6,14,19,19,18,19,21,20,19,20,20,22,22,23,22,19,18,15,20,19,22,17,17,22,19,19,23,19,19,16,17,16,17,17,19,16,16,22,20,21,21,18,16,21,20,20,19,18,21,23,20,13,20,19,21,23,23,21,21,21,21,13,19,17,21,26,33,26,33,21,28,25,27,20,27,22,23,11,18,24,23,19,19,18,18,14,20,14,16,15,19,0,0,0,0
12,17,12,6,14,14,16,13,13,23,14,13,12,14,12,12,14,13,14,13,14,11,11,11,11,20,12,4,12,11,4,24,13,5,6,9,0,14,6,12,13,11,12,18,17,15,13,13,21,16,23,19,13,15,7,14,11,16,16,16,23,14,13,24,14,11,8,10,10,15,9,13,11,11,23,14,13,17,12,10,13,18,13,14,12,14,23,16,17,13,13,14,31,23,22,13,17,16,17,13,12,15,33,35,33,34,26,28,31,29,25,27,17,19,11,14,31,20,25,15,22,13,17,16,21,14,16,15,0,0,0,0
18,22,21,18,22,24,22,23,22,24,20,24,23,23,22,23,22,23,25,21,24,20,20,20,20,12,20,15,15,13,15,18,7,15,15,6,14,1,8,22,22,21,22,24,21,22,21,22,23,24,23,24,21,17,15,23,21,26,21,21,23,22,22,22,20,22,19,22,21,21,20,25,22,21,22,21,23,22,22,22,24,22,22,21,21,23,25,22,11,20,16,24,24,25,24,22,24,24,14,20,21,22,26,33,26,33,22,30,26,29,21,29,22,22,14,21,22,22,20,21,19,20,17,21,19,20,10,15,0,0,0,0
15,18,15,10,15,17,16,15,17,22,14,16,15,17,15,15,17,16,17,17,17,12,12,12,12,20,12,7,15,13,6,23,15,7,7,14,6,9,0,14,16,14,15,19,17,16,13,15,21,16,21,18,16,14,7,16,13,20,17,17,21,15,16,21,13,14,11,14,14,14,12,17,16,14,20,14,15,16,16,16,16,18,15,16,15,16,23,17,12,12,10,17,32,24,23,14,18,18,18,14,16,16,32,34,32,34,26,28,29,29,25,28,16,18,14,15,29,18,24,16,21,14,17,17,23,16,11,12,0,0,0,0
9,18,11,8,15,10,16,13,10,19,9,12,9,10,11,10,9,9,10,11,10,16,16,16,16,27,19,12,16,13,12,25,20,13,14,19,12,22,14,0,9,10,8,17,16,10,11,8,21,16,24,20,9,18,12,9,9,10,14,14,21,13,11,22,13,9,9,12,13,18,11,11,10,15,20,12,9,15,11,11,9,15,6,9,11,14,20,14,14,12,11,12,32,25,21,10,15,14,17,11,12,9,34,35,34,34,28,28,32,29,27,27,19,18,14,13,30,18,26,14,24,12,19,15,25,15,19,14,0,0,0,0
7,19,14,9,15,4,16,9,10,25,15,11,7,6,6,5,9,9,5,14,8,17,17,17,17,29,22,13,17,12,13,26,20,14,16,19,13,22,16,9,2,8,14,17,19,15,12,12,23,16,26,22,14,18,12,5,11,5,14,14,25,17,9,25,16,7,12,15,16,21,14,4,9,15,24,16,4,19,11,10,5,20,12,10,11,15,23,15,15,13,11,11,32,25,22,7,15,14,18,12,14,9,36,39,36,39,29,32,34,33,28,31,20,21,12,15,33,22,27,17,25,15,19,19,26,18,19,18,0,0,0,0
10,16,12,8,14,9,14,8,10,23,13,10,8,10,8,9,11,11,9,12,10,14,14,14,14,25,18,12,16,14,12,26,20,13,14,18,11,21,14,10,8,0,14,16,19,15,12,12,20,14,22,18,14,18,10,7,12,9,14,14,24,15,9,23,13,7,9,15,14,20,14,9,10,14,24,15,9,18,11,10,8,17,11,11,11,13,23,16,17,14,9,11,31,24,22,8,15,14,17,10,13,11,31,33,32,34,26,27,31,29,25,27,18,18,14,14,33,21,27,15,25,13,19,16,25,15,19,15,0,0,0,0
13,16,11,13,14,16,15,15,14,20,11,15,11,13,14,14,13,13,14,11,13,17,17,17,17,28,21,12,18,13,12,24,18,11,14,19,12,22,15,8,14,14,0,18,16,10,14,9,21,17,23,20,8,20,12,13,11,13,16,16,23,14,12,23,13,14,11,13,13,19,13,15,13,16,21,12,13,16,13,13,10,16,7,12,13,16,21,14,16,14,15,13,32,25,22,14,17,15,18,14,14,13,33,34,34,34,29,29,33,29,28,28,20,19,13,13,30,19,24,12,24,12,19,15,24,15,20,15,0,0,0,0
16,18,16,17,17,17,18,18,15,23,16,15,17,15,18,17,14,16,17,16,17,19,19,19,19,28,21,18,9,16,17,24,21,18,19,21,18,24,19,17,17,16,18,1,18,9,16,17,21,18,25,21,18,21,18,16,16,18,18,18,24,19,17,24,19,16,18,18,19,21,18,18,16,18,23,19,17,18,16,15,16,18,16,15,16,17,13,16,19,17,17,17,29,22,21,17,14,15,19,16,17,17,32,34,31,33,27,28,29,28,27,28,12,19,17,16,31,22,25,16,24,17,21,18,25,18,21,18,0,0,0,0
17,19,16,15,19,20,20,19,18,24,17,18,18,16,20,16,14,17,18,18,17,18,18,18,18,26,21,17,19,17,16,26,20,17,16,20,17,21,17,16,19,19,16,18,0,16,18,17,21,18,24,21,16,19,16,18,17,16,16,16,21,16,19,23,18,19,16,18,18,20,17,20,19,18,22,17,19,18,13,17,20,21,16,17,16,17,23,19,17,17,19,19,30,22,23,19,16,18,18,17,16,18,34,34,35,35,28,28,33,29,28,28,20,20,18,18,32,21,26,18,24,16,19,17,26,17,20,18,0,0,2000,0
14,16,12,13,16,16,17,16,13,22,13,15,15,13,17,16,12,14,15,14,15,16,16,16,16,26,19,14,17,14,13,24,19,14,16,19,15,22,16,10,15,15,10,9,16,1,15,10,20,17,23,19,11,20,14,14,12,15,17,17,21,15,16,21,14,16,13,14,14,18,14,16,14,16,20,14,15,14,14,13,15,17,8,13,14,16,20,14,17,14,16,17,27,22,20,17,15,16,17,14,14,14,33,33,34,34,28,28,31,27,27,27,19,18,15,14,31,20,25,14,24,13,19,16,25,16,20,16,0,0,0,0
10,17,15,11,13,11,15,17,13,22,14,9,11,13,13,13,13,13,12,14,12,15,15,15,15,28,20,13,16,14,13,27,19,12,15,20,13,21,13,11,12,12,14,16,18,15,0,13,21,14,24,20,14,19,12,12,13,12,15,15,23,17,13,23,16,11,12,15,16,19,13,12,12,13,22,16,13,18,14,13,12,20,13,13,14,11,21,15,14,13,12,12,29,21,22,10,14,14,18,13,14,29,33,35,34,35,28,27,32,30,28,28,19,19,14,15,32,20,25,13,26,15,20,17,27,15,18,14,0,0,0,0
13,16,12,10,15,13,16,14,12,20,13,13,12,12,13,12,11,11,12,12,12,15,15,15,15,27,19,12,17,14,13,25,21,14,16,20,13,22,15,8,12,12,9,17,17,10,13,1,20,17,23,19,8,18,11,12,11,11,15,15,22,14,12,22,12,13,10,14,13,19,13,13,12,16,21,12,12,15,13,13,13,16,7,13,13,15,20,14,14,14,13,13,31,25,21,13,15,14,17,12,13,12,33,33,34,34,27,27,31,28,26,26,19,18,14,13,30,18,26,14,24,12,20,16,26,15,19,14,0,0,0,0
23,17,20,22,21,25,21,37,23,22,19,19,23,23,24,24,23,23,24,20,24,17,17,17,17,25,18,21,22,22,21,26,23,21,20,22,21,23,21,21,27,20,21,21,21,20,21,20,1,9,8,5,21,23,21,23,21,29,24,24,25,21,23,25,21,22,20,23,21,22,23,25,22,23,24,22,24,22,22,22,24,24,21,23,22,19,25,22,21,20,23,21,28,23,22,22,23,23,22,20,22,22,32,32,32,33,26,26,27,27,24,24,23,21,22,19,31,22,26,19,26,20,21,19,26,20,20,18,0,0,0,0
16,17,18,16,16,18,15,17,16,22,16,11,16,16,16,20,17,16,17,18,17,16,16,16,16,28,20,16,17,16,16,27,23,16,16,22,16,24,16,16,16,14,17,18,18,17,14,17,10,0,12,7,17,19,16,15,16,25,16,16,26,19,15,23,17,14,15,17,18,22,17,17,17,16,25,18,18,20,15,16,17,19,17,16,15,13,22,17,18,14,15,13,29,22,22,14,15,15,21,16,17,16,34,34,34,35,27,27,29,29,27,27,20,20,16,17,33,21,27,17,26,18,21,17,27,18,21,17,0,0,0,0
25,19,22,21,23,28,22,30,25,23,21,22,26,26,27,28,26,25,27,22,27,18,18,18,18,24,16,23,25,23,23,27,23,22,21,23,23,23,21,24,26,22,23,25,24,23,24,23,8,11,1,4,24,25,22,26,23,27,25,25,25,21,25,26,21,25,22,24,21,24,23,28,26,25,25,22,26,22,25,26,27,24,23,26,24,20,26,24,22,23,25,24,29,24,23,25,26,25,23,23,25,24,31,31,31,31,24,23,28,25,25,24,25,23,23,21,31,24,27,21,27,22,22,21,27,22,21,20,0,0,0,0
22,17,19,19,19,24,19,22,21,21,18,18,22,22,23,23,23,22,23,19,23,16,16,16,16,24,16,19,22,22,19,27,23,19,17,22,19,24,18,20,22,18,20,21,21,19,20,19,5,7,4,1,20,22,18,22,19,23,22,22,24,19,22,23,19,21,18,21,19,20,21,24,22,23,23,20,22,20,21,22,23,20,20,22,21,18,24,22,20,19,22,20,28,23,23,21,22,22,22,20,22,22,31,31,31,32,25,25,27,26,24,25,22,20,22,18,31,21,27,18,25,19,22,18,27,19,21,17,0,0,0,0
